[0.69239962 0.26777995 0.10411604],[0.69053149 0.25439647 0.05942971],[0.68812484 0.253059   0.05947564],[0.68519652 0.25133973 0.05942114],[0.69882399 0.25688478 0.06557994],[0.69742656 0.25691828 0.06563523],[0.69227803 0.26000622 0.06552846],[ 0.68056691  0.25915787 -0.07895346],[ 0.688411    0.26456332 -0.05358149],[0.68547547 0.27820021 0.06355937],[0.69241452 0.27882445 0.07059121],[ 0.63301736  0.3313202  -0.12648717],[ 0.70812523  0.34774292 -0.07442955],[ 0.57575345  0.36933085 -0.00883712],[ 0.68071651  0.35250059 -0.09387168],[0.59672368 0.3387453  0.19925705],[ 0.68582135  0.29320353 -0.12305621],[0.59608132 0.33105674 0.21662903],[ 0.67686313  0.27011549 -0.12775075],[0.60606772 0.32664591 0.20549364],[ 0.66925943  0.26742616 -0.12951227],[0.60929954 0.33073479 0.20230241],[ 0.66830254  0.27186263 -0.1234007 ],[ 0.60820454  0.58623254 -0.01907739],[0.64045787 0.60350698 0.01892591],[0.58360833 0.72991937 0.13253871],[0.60072708 0.74435019 0.1828569 ],[0.5635221  0.87426573 0.24740657],[0.57343853 0.87164968 0.28947508],[0.55115592 0.89344275 0.25804883],[0.56686008 0.89467537 0.30887017],[0.54568303 0.87888908 0.22980317],[0.55354613 0.88267142 0.30763862]
[ 0.68598592  0.28031281 -0.3010591 ],[ 0.68290192  0.26112303 -0.28242663],[ 0.68295503  0.2607525  -0.2824102 ],[ 0.68286848  0.26044968 -0.28235754],[ 0.67625636  0.26108778 -0.30436656],[ 0.67152011  0.2606236  -0.30446339],[ 0.6659615   0.26010343 -0.30449361],[ 0.66689533  0.26323512 -0.16525684],[ 0.64143747  0.26251665 -0.27218944],[ 0.681692    0.2999188  -0.25495452],[ 0.67261297  0.29940429 -0.28388613],[ 0.68946999  0.36134973 -0.061853  ],[ 0.56141424  0.3653143  -0.21063526],[0.67081457 0.45560545 0.1414014 ],[ 0.48104793  0.43858612 -0.07089337],[0.65068352 0.52101654 0.20358133],[0.43075529 0.43439168 0.04919795],[0.64266324 0.54261804 0.22130063],[0.40509811 0.40581453 0.06113685],[0.64316946 0.53707922 0.19229802],[0.41245574 0.39848849 0.03121287],[0.64093733 0.52998632 0.19401219],[0.42222929 0.41086209 0.04023929],[0.61825752 0.62366277 0.04695801],[ 0.55669856  0.61578089 -0.04709034],[0.60116196 0.76740891 0.22391677],[0.53267014 0.77222228 0.09381096],[0.58438528 0.86460179 0.51869452],[0.5136798  0.90297425 0.35776192],[0.57128888 0.88217032 0.54374826],[0.51633441 0.9106071  0.38042626],[0.60775173 0.92980176 0.47737393],[0.52905762 0.96973646 0.26713341]
[ 0.68659991  0.28000546 -0.31340712],[ 0.68351471  0.26075381 -0.29541382],[ 0.68375117  0.26040003 -0.29537436],[ 0.68390691  0.26012835 -0.29533258],[ 0.6764065   0.2607871  -0.31674689],[ 0.67157799  0.26034081 -0.3168622 ],[ 0.66605246  0.25985497 -0.3168644 ],[ 0.66796815  0.26302207 -0.17942533],[ 0.64159286  0.26245427 -0.28072315],[ 0.68274009  0.29976511 -0.2681331 ],[ 0.67362779  0.29925293 -0.29631895],[ 0.69133526  0.36126062 -0.06939505],[ 0.56272542  0.36663762 -0.21010038],[0.67357242 0.45421645 0.14911357],[ 0.48189917  0.43843088 -0.02839268],[0.64850867 0.51812649 0.25316435],[0.43463707 0.4317013  0.16283482],[0.63990748 0.53879637 0.27793059],[0.41215268 0.40240544 0.18870138],[0.64045674 0.53417081 0.25480092],[0.41977081 0.39587504 0.16030507],[0.63839602 0.52779847 0.24704123],[0.42838416 0.40714109 0.1567454 ],[0.62044662 0.62364739 0.04705106],[ 0.55893302  0.61580318 -0.04718561],[0.60194093 0.76677316 0.21960318],[0.53374547 0.77251858 0.09366336],[0.58458    0.8625291  0.51738107],[0.51374841 0.90300381 0.35487935],[0.57133484 0.87848169 0.54378605],[0.51624995 0.9105494  0.37796968],[0.60780996 0.92799801 0.47871298],[0.53464824 0.97173321 0.26366311]
[ 0.68899381  0.28009132 -0.31267416],[ 0.68626869  0.2608169  -0.29455775],[ 0.68676984  0.2604647  -0.29452342],[ 0.687213    0.2601949  -0.29448166],[ 0.67891181  0.26080748 -0.3161644 ],[ 0.67369223  0.26036155 -0.31627449],[ 0.66808897  0.25989708 -0.31628042],[ 0.67066014  0.26304716 -0.17744228],[ 0.64302433  0.26264936 -0.28010193],[ 0.68505681  0.29983485 -0.26707762],[ 0.67593813  0.299292   -0.29569209],[ 0.69382268  0.36131057 -0.06851149],[ 0.56615198  0.36698219 -0.2087187 ],[0.67369163 0.45456675 0.14511865],[ 0.48444396  0.4382363  -0.03211259],[0.64568603 0.51827884 0.22619787],[0.44026798 0.42527312 0.13776095],[0.63620973 0.53931755 0.24450043],[0.4205583  0.39917833 0.15713356],[0.63670331 0.53432596 0.22112611],[0.4277494  0.39220247 0.12860009],[0.63498932 0.52754813 0.21888833],[0.43542457 0.40088674 0.13101843],[0.6230244  0.62497157 0.04714685],[ 0.56013334  0.61663181 -0.04728252],[0.60297406 0.76769012 0.21820243],[0.53522712 0.77244759 0.0918867 ],[0.58470935 0.86173117 0.52275074],[0.51383215 0.90292358 0.36035475],[0.5714851  0.87683946 0.55026156],[0.51601642 0.91055739 0.38428548],[0.60779995 0.92781347 0.48267841],[0.53580004 0.97338963 0.26785362]
[ 0.6942035   0.28014866 -0.31082198],[ 0.69146401  0.26084533 -0.29327577],[ 0.69191843  0.26048735 -0.29323331],[ 0.69224012  0.26021802 -0.29318696],[ 0.68432701  0.2608476  -0.31522238],[ 0.6791023   0.26039472 -0.31534424],[ 0.67338032  0.25992069 -0.31535405],[ 0.67395347  0.2630471  -0.17626157],[ 0.64872211  0.26266813 -0.27979785],[ 0.68985021  0.2998904  -0.26597002],[ 0.6810441   0.29932317 -0.29498559],[ 0.69782889  0.36141914 -0.06776919],[ 0.57083309  0.3669042  -0.20472343],[0.67646611 0.45479715 0.14306027],[ 0.485349    0.43737105 -0.01569341],[0.64403623 0.51827919 0.21894784],[0.44321817 0.41860572 0.17557417],[0.63230973 0.53937149 0.2370301 ],[0.42805091 0.39869675 0.19935393],[0.63302165 0.53428012 0.21417423],[0.43576974 0.39046088 0.17174044],[0.63242543 0.52731973 0.21192631],[0.44111356 0.39586824 0.16974992],[0.62482673 0.6249305  0.04701496],[ 0.56167203  0.61654633 -0.0471337 ],[0.60470325 0.76842445 0.21163717],[0.53686017 0.77252233 0.08568819],[0.58509827 0.86180502 0.51608694],[0.51384658 0.9029119  0.35741419],[0.57154971 0.8769539  0.54484677],[0.51584315 0.91055143 0.38161382],[0.60808188 0.92776239 0.47565237],[0.53512049 0.97571486 0.25687009]
[ 0.69796646  0.28001574 -0.31233698],[ 0.69543946  0.26050445 -0.29481596],[ 0.69602299  0.26014927 -0.29478019],[ 0.69645488  0.25990552 -0.29471561],[ 0.68805993  0.26046151 -0.31724238],[ 0.68266016  0.2599071  -0.31735438],[ 0.67688417  0.25936142 -0.3173787 ],[ 0.67853367  0.26280242 -0.17941818],[ 0.65209752  0.26237071 -0.28459018],[ 0.69361937  0.29982936 -0.26760772],[ 0.68416727  0.29926014 -0.29714662],[ 0.69904029  0.36222538 -0.0777541 ],[ 0.57235461  0.36683455 -0.21387693],[0.67861384 0.4587726  0.10216986],[ 0.48389012  0.43781146 -0.08595604],[0.64488208 0.52322996 0.14348367],[0.447476   0.39314049 0.04215648],[0.63353026 0.54510236 0.15604346],[0.43747339 0.37471518 0.05418233],[0.63389313 0.53827721 0.13475363],[0.44785708 0.35226914 0.03966354],[0.6331231  0.5307892  0.13630757],[0.45238653 0.3583875  0.04049893],[0.62605858 0.62689763 0.04704293],[ 0.56324333  0.61725438 -0.04715949],[0.60506284 0.77204758 0.21889274],[0.53779727 0.77202481 0.08908648],[0.58497125 0.8630833  0.51678383],[0.51394612 0.90241998 0.35896337],[0.57055604 0.87936693 0.54353631],[0.51580769 0.91056943 0.38296837],[0.60873997 0.92815459 0.47285122],[0.52511048 0.96860844 0.26689196]
[ 0.70204771  0.28005081 -0.31160057],[ 0.69990075  0.26056099 -0.29464331],[ 0.70037556  0.26020774 -0.29459471],[ 0.700661    0.25996223 -0.29453701],[ 0.69236124  0.26047498 -0.31698781],[ 0.68720591  0.25992978 -0.31710109],[ 0.68114036  0.25937876 -0.31713468],[ 0.68224806  0.26281157 -0.17826356],[ 0.65695345  0.26237169 -0.2848841 ],[ 0.69773871  0.29984161 -0.26720956],[ 0.68845218  0.2992762  -0.29683894],[ 0.70133066  0.36275035 -0.07672255],[ 0.57431304  0.36616844 -0.21135633],[0.68310177 0.45945352 0.14039476],[ 0.4866592   0.4363144  -0.03280755],[0.64675391 0.52073193 0.23692918],[0.45568061 0.39944199 0.16102591],[0.63450301 0.54150414 0.25712135],[0.44708914 0.37870461 0.18510203],[0.63489735 0.53378934 0.2361906 ],[0.45699531 0.36059383 0.16290326],[0.63461852 0.52667576 0.2314547 ],[0.46159118 0.36852291 0.15818831],[0.62831008 0.62690181 0.04705064],[ 0.56537259  0.61720181 -0.04715498],[0.6057952  0.77300096 0.2181482 ],[0.5383898  0.77195454 0.08889271],[0.58481544 0.86289334 0.51785672],[0.51404619 0.90228754 0.35768825],[0.57033694 0.87918955 0.54481655],[0.51579678 0.91058695 0.38147309],[0.60829377 0.92760831 0.47569031],[0.51887107 0.96551538 0.26544017]
[ 0.70602477  0.28066295 -0.31082395],[ 0.70399284  0.26119578 -0.29458445],[ 0.70425069  0.2608484  -0.29452288],[ 0.70431387  0.2605809  -0.29446208],[ 0.69680083  0.26111576 -0.31660759],[ 0.6918987   0.26053149 -0.31672019],[ 0.68600261  0.25993171 -0.31675074],[ 0.68484551  0.26325709 -0.17767903],[ 0.66141993  0.26296699 -0.29077211],[ 0.70140743  0.30052537 -0.26661468],[ 0.69269294  0.29986504 -0.29638976],[ 0.70366758  0.36510605 -0.07604839],[ 0.57844335  0.36534443 -0.21305127],[0.68208194 0.46269372 0.1455079 ],[ 0.49177736  0.43367058 -0.02860833],[0.64499015 0.5223164  0.23570576],[0.45957193 0.4034605  0.17924966],[0.63246685 0.54287016 0.25517541],[0.45190248 0.37992197 0.20608997],[0.63345903 0.53523993 0.2336776 ],[0.46141258 0.3629643  0.18386517],[0.63333076 0.52780557 0.22946092],[0.46577889 0.37433669 0.17691284],[0.63073146 0.62703311 0.04760207],[ 0.56794226  0.61715972 -0.0476778 ],[0.60675728 0.77303582 0.22238381],[0.53987461 0.77150148 0.08840711],[0.58474916 0.86277014 0.52210838],[0.51406395 0.90225899 0.35640699],[0.57026023 0.87872022 0.54898429],[0.51501316 0.91060179 0.37987396],[0.60813439 0.92668879 0.48203355],[0.52775329 0.97179687 0.26350006]
[ 0.70925456  0.28498021 -0.30868572],[ 0.70860803  0.26509795 -0.29234278],[ 0.70899349  0.26482332 -0.29227003],[ 0.70916164  0.26458475 -0.29220095],[ 0.70164371  0.26460162 -0.31552184],[ 0.69679517  0.26374772 -0.31564361],[ 0.69110143  0.26278892 -0.31567255],[ 0.69156188  0.26594603 -0.17532429],[ 0.66609341  0.26455081 -0.28918946],[ 0.70510709  0.30398163 -0.26351291],[ 0.69631064  0.30256274 -0.29503137],[ 0.70819515  0.36575973 -0.06696989],[ 0.58307242  0.36466599 -0.20850269],[0.68367851 0.46221849 0.15582502],[ 0.49462533  0.43199956 -0.02002993],[0.64747059 0.52234781 0.24130495],[0.46464095 0.40415496 0.18155925],[0.63498247 0.54299265 0.26150706],[0.45560837 0.38292772 0.20807827],[0.63584888 0.53538913 0.23976675],[0.46696073 0.36793369 0.18583485],[0.63574851 0.52784908 0.23509769],[0.47114795 0.37620905 0.1792431 ],[0.63284332 0.62707597 0.04762314],[ 0.56989306  0.61714619 -0.04770091],[0.60712695 0.77296865 0.2222482 ],[0.54126424 0.77008182 0.08501805],[0.58468223 0.86267108 0.51963156],[0.51407564 0.90226263 0.34466308],[0.57018441 0.87869263 0.54626691],[0.51454562 0.91061425 0.3667337 ],[0.60812509 0.9267332  0.47986141],[0.53304738 0.97665989 0.2472467 ]
[ 0.71200174  0.28782517 -0.30718154],[ 0.71201122  0.26785353 -0.29083648],[ 0.71255261  0.26762193 -0.29076055],[ 0.7128728   0.26742598 -0.29068553],[ 0.70469683  0.26730445 -0.31451768],[ 0.69969928  0.26643422 -0.31464046],[ 0.69378871  0.26542744 -0.31466255],[ 0.69503945  0.26845399 -0.17404047],[ 0.66851413  0.26657373 -0.2883642 ],[ 0.70798767  0.30651134 -0.26152462],[ 0.69883323  0.30472109 -0.29369423],[ 0.71044242  0.36638752 -0.06315689],[ 0.58651865  0.36462682 -0.2044833 ],[0.68528438 0.46190462 0.15446255],[ 0.50014734  0.43101713 -0.00929595],[0.64728034 0.5252769  0.23250408],[0.47076765 0.40202561 0.20084803],[0.63489711 0.54669106 0.25127354],[0.46162432 0.38418037 0.22853449],[0.63567084 0.53944075 0.22908695],[0.47394347 0.36951274 0.20734823],[0.63545978 0.53133768 0.22595651],[0.47903186 0.37549415 0.19929518],[0.6340943  0.62724423 0.04780712],[ 0.57183206  0.61711782 -0.04787222],[0.60797805 0.77283132 0.22371528],[0.54161513 0.7694118  0.08500555],[0.5846836  0.86279142 0.51852608],[0.51408511 0.90149921 0.34551468],[0.57011801 0.8790549  0.54495919],[0.5144375  0.91020828 0.36779633],[0.60886616 0.92699653 0.47736564],[0.52409196 0.96958536 0.24916673]
[ 0.71530443  0.28910837 -0.33361739],[ 0.71561927  0.26910111 -0.31771648],[ 0.71626794  0.26894668 -0.31764221],[ 0.71673149  0.26880041 -0.31757787],[ 0.70828474  0.26839367 -0.34339663],[ 0.70320636  0.26747942 -0.34352741],[ 0.69718975  0.26639917 -0.34353405],[ 0.69947267  0.26988369 -0.20058906],[ 0.67133522  0.26752508 -0.32212251],[ 0.71122986  0.30805114 -0.28653693],[ 0.70215863  0.30606309 -0.32106602],[ 0.71242976  0.36804992 -0.08358467],[ 0.58720261  0.36432883 -0.22991359],[0.6864652  0.46448764 0.14095357],[ 0.49895477  0.43063757 -0.01395617],[0.64982086 0.52739584 0.22718179],[0.47740474 0.3964099  0.19337192],[0.63733643 0.54799372 0.25017682],[0.46974716 0.37802514 0.2243574 ],[0.63856488 0.54009432 0.2285502 ],[0.48179036 0.35923666 0.20707476],[0.63847828 0.53203726 0.22102788],[0.48677748 0.36665151 0.19396283],[0.63598758 0.62767893 0.04941534],[ 0.57364917  0.61723667 -0.04944509],[0.60883534 0.77311975 0.23408671],[0.54242063 0.76960063 0.08591084],[0.58478749 0.86279875 0.53150839],[0.51409066 0.90148729 0.35245913],[0.57012069 0.87907261 0.55815995],[0.51429564 0.91039962 0.3755765 ],[0.60939038 0.92789119 0.49142447],[0.51709634 0.96761638 0.25809765]
[ 0.7178725   0.28901368 -0.32788467],[ 0.71819448  0.26914051 -0.31463045],[ 0.71890527  0.2690106  -0.31448963],[ 0.71945912  0.26886815 -0.31440696],[ 0.71068907  0.26847118 -0.33847192],[ 0.7055003   0.26760665 -0.33863407],[ 0.6993624   0.26659477 -0.33859986],[ 0.70314711  0.27016556 -0.19499697],[ 0.67405289  0.2679303  -0.31907588],[ 0.71388948  0.30826467 -0.28385583],[ 0.70451945  0.30627376 -0.31627572],[ 0.71399319  0.36800826 -0.08268131],[ 0.59322006  0.36415637 -0.22041106],[0.68812513 0.46029389 0.15391257],[0.50505656 0.42540205 0.00198802],[0.64942533 0.52162087 0.26966664],[0.48491755 0.39731294 0.24803963],[0.63706291 0.54134476 0.29455495],[0.4741191  0.37992963 0.28515679],[0.63820755 0.5338437  0.27604848],[0.4888255  0.36289579 0.26539785],[0.63802654 0.52635688 0.26562458],[0.49427399 0.36980453 0.24840578],[0.63690293 0.62766868 0.04973675],[ 0.57597601  0.6169548  -0.04976605],[0.60897374 0.77149832 0.23416293],[0.54375756 0.76769203 0.08790004],[0.5847339  0.86203122 0.52101231],[0.51410288 0.90134865 0.34638515],[0.5700866  0.87866908 0.54600376],[0.51388061 0.91043067 0.368204  ],[0.6093961  0.92786193 0.48987198],[0.51772732 0.96653754 0.25578231]
[ 0.72024828  0.28984219 -0.32639787],[ 0.72029251  0.26951659 -0.31210929],[ 0.72084856  0.26930061 -0.31201473],[ 0.7212466   0.26905093 -0.31195065],[ 0.71289456  0.26886377 -0.33715805],[ 0.7078076   0.26797438 -0.33729249],[ 0.70157826  0.26695061 -0.33728862],[ 0.70354462  0.27009627 -0.19981174],[ 0.67568988  0.26810059 -0.32167077],[ 0.71605706  0.30882767 -0.28217688],[ 0.70653617  0.30687469 -0.31583956],[ 0.71486604  0.36815557 -0.0875011 ],[ 0.59312004  0.3630859  -0.23500192],[0.68945259 0.46085408 0.15251891],[ 0.50328368  0.42580616 -0.01982285],[0.65069711 0.50744957 0.28394738],[0.49069309 0.38684151 0.21973383],[0.63734448 0.52357042 0.31266952],[0.48098141 0.37165955 0.25525269],[0.63876837 0.51236254 0.29517362],[0.49648744 0.35580519 0.24173167],[0.6393376  0.50644046 0.28108776],[0.50123751 0.3603037  0.22250938],[0.63799262 0.6277321  0.05149546],[ 0.57710677  0.61702788 -0.05147009],[0.60967928 0.77124506 0.24860151],[0.54426855 0.76795596 0.09376629],[0.58480841 0.86203164 0.53968275],[0.51410961 0.90119648 0.35913122],[0.57020986 0.87868327 0.5662235 ],[0.51373225 0.91043818 0.38236797],[0.60958624 0.9278726  0.50955737],[0.51759744 0.96521276 0.27291876]
[ 0.72272074  0.29023206 -0.31963164],[ 0.72206414  0.26952171 -0.31079915],[ 0.72230327  0.26922947 -0.31076109],[ 0.7223779   0.26892737 -0.31068522],[ 0.7155897   0.26906878 -0.33440641],[ 0.71095544  0.26826081 -0.33452499],[ 0.7051999   0.26729381 -0.33454412],[ 0.70309705  0.27001002 -0.20561871],[ 0.67786396  0.26846263 -0.32507068],[ 0.71816885  0.30923495 -0.27919015],[ 0.70972037  0.30750805 -0.3120068 ],[ 0.7159133   0.36821178 -0.10966657],[ 0.59312218  0.3624489  -0.2508578 ],[0.69074041 0.46208823 0.12550752],[ 0.50254738  0.42602366 -0.03409223],[0.64770776 0.49343145 0.27960032],[0.49604931 0.38999134 0.25083071],[0.63078415 0.50670999 0.31018585],[0.48703414 0.37338084 0.29509029],[0.63343793 0.49426204 0.29875582],[0.50376594 0.35890371 0.28775996],[0.63580287 0.48915195 0.27971029],[0.50885081 0.36338475 0.25747579],[0.63917601 0.62793982 0.05145463],[ 0.57780606  0.61719126 -0.05143703],[0.60967588 0.77118456 0.257222  ],[0.54481936 0.76795954 0.11123935],[0.58488482 0.8620261  0.53401369],[0.51452303 0.90045941 0.36503601],[0.5705086  0.87869912 0.56037819],[0.51398313 0.90997785 0.38764408],[0.60964173 0.92793    0.50188643],[0.51755959 0.96417201 0.287049  ]
[ 0.72387946  0.28905329 -0.32305944],[ 0.72324598  0.26821318 -0.31047332],[ 0.72375113  0.26788554 -0.31040981],[ 0.72411722  0.26752976 -0.31033742],[ 0.71599621  0.26787481 -0.33475646],[ 0.71095812  0.26726681 -0.33488968],[ 0.70457613  0.2665306  -0.33489272],[ 0.70568973  0.26940686 -0.2013938 ],[ 0.67757761  0.26843229 -0.31873918],[ 0.71987474  0.30877164 -0.27995005],[ 0.71082932  0.30727133 -0.31293938],[ 0.71755737  0.36821452 -0.09821875],[ 0.59751564  0.36244753 -0.2406749 ],[0.69036978 0.46201688 0.12804601],[ 0.50591815  0.42542675 -0.01361538],[0.64149511 0.49549949 0.26700544],[0.49807492 0.39055017 0.27269322],[0.62446612 0.51060754 0.2922405 ],[0.49047518 0.37663123 0.31456909],[0.62727606 0.50003034 0.276775  ],[0.50917852 0.36228803 0.30087182],[0.62945151 0.49443471 0.26483566],[0.51384127 0.36472067 0.27692634],[0.64051479 0.62817454 0.05285567],[ 0.57924932  0.61727405 -0.05284125],[0.60976142 0.77136254 0.27067035],[0.54586548 0.76848811 0.09864517],[0.58499908 0.86199278 0.55367333],[0.51449943 0.90281075 0.32705134],[0.57108104 0.87860912 0.57957911],[0.51362711 0.9127484  0.34659967],[0.61013269 0.92810327 0.52263385],[0.53014606 0.97932774 0.23661637]
[ 0.72512162  0.28784433 -0.32439795],[ 0.7242409   0.26707441 -0.31200868],[ 0.72476512  0.26673567 -0.31192207],[ 0.72520542  0.26637724 -0.3118498 ],[ 0.71698558  0.26667413 -0.3370592 ],[ 0.71197647  0.26612416 -0.33719942],[ 0.70561153  0.2654807  -0.33718795],[ 0.70667446  0.26875237 -0.21071169],[ 0.67938769  0.26809132 -0.32991463],[ 0.72120678  0.30752108 -0.28327382],[ 0.71223104  0.30625191 -0.31690323],[ 0.71891516  0.36819407 -0.11151071],[ 0.59871763  0.36233482 -0.25719559],[0.69078058 0.46201554 0.09585853],[ 0.50483441  0.42558464 -0.02572327],[0.63806009 0.49140483 0.21368614],[0.5055095  0.39630744 0.27286074],[0.61933649 0.505081   0.23392968],[0.49949127 0.38464367 0.31771454],[0.62245739 0.49280459 0.22498941],[0.51659244 0.3702828  0.30751491],[0.62528598 0.48787114 0.21364018],[0.5209232  0.37457615 0.27904412],[0.64090252 0.62780386 0.05623299],[ 0.57972062  0.61716753 -0.05621205],[0.60979545 0.77145344 0.29107675],[0.54586256 0.76969516 0.09097305],[0.58507657 0.86247629 0.55834448],[0.51417637 0.90708572 0.29868859],[0.5711652  0.87959629 0.5830552 ],[0.51255536 0.91743565 0.31636992],[0.61147338 0.92937607 0.52891362],[0.53593981 0.98607087 0.20826356]
[ 0.72605807  0.28757864 -0.31244749],[ 0.725366    0.26677787 -0.29939511],[ 0.72597718  0.26641062 -0.29932925],[ 0.7265451   0.26602611 -0.2992692 ],[ 0.71788448  0.26640829 -0.32337397],[ 0.71275103  0.26588205 -0.32350561],[ 0.70622981  0.26526281 -0.32350212],[ 0.70843899  0.26852167 -0.20290378],[ 0.68034112  0.26797485 -0.31472176],[ 0.72191256  0.30725405 -0.27277115],[ 0.71265447  0.30603042 -0.30471283],[ 0.72055149  0.36823294 -0.10352508],[ 0.60021043  0.36188295 -0.2554161 ],[0.69352353 0.46333531 0.09326886],[ 0.50866139  0.42580673 -0.02741689],[0.63556314 0.46965101 0.19980906],[0.51253593 0.40502399 0.24560371],[0.61470973 0.4779062  0.215902  ],[0.50905919 0.39141387 0.28308684],[0.61898267 0.46306297 0.20793509],[0.52198243 0.3735207  0.27128384],[0.62273955 0.46045426 0.19980185],[0.52563733 0.37864813 0.24984436],[0.64132953 0.62783444 0.0558984 ],[ 0.58009601  0.61708635 -0.05588824],[0.60997784 0.77186793 0.27588668],[0.54650342 0.76970941 0.09734691],[0.58505446 0.86328548 0.55042529],[0.51401913 0.90625608 0.31454805],[0.57113194 0.88056731 0.57556534],[0.51169264 0.91699606 0.33238101],[0.61146039 0.93089557 0.51821834],[0.53601074 0.98380256 0.23381138]
[ 0.72749722  0.28669646 -0.29367331],[ 0.72625417  0.26583713 -0.28150284],[ 0.72667062  0.26535338 -0.28144151],[ 0.72703558  0.26488906 -0.28139395],[ 0.71908671  0.2655443  -0.30634558],[ 0.71405947  0.26503089 -0.30647331],[ 0.70771736  0.26447153 -0.30647922],[ 0.70739412  0.26741633 -0.18939747],[ 0.68152601  0.26772755 -0.30492055],[ 0.72277135  0.30621347 -0.25564754],[ 0.71387184  0.30515906 -0.28860632],[ 0.72115225  0.36830705 -0.09966107],[ 0.60060847  0.36135131 -0.24728505],[0.69653827 0.46459767 0.09969632],[ 0.5124352   0.42618734 -0.03615564],[0.63632941 0.46847942 0.21142049],[0.51445258 0.40863362 0.23602414],[0.61627215 0.4764027  0.23054993],[0.50711191 0.39934567 0.27199861],[0.6202668  0.46087793 0.20847175],[0.52144122 0.38090336 0.260537  ],[0.62371612 0.45820579 0.20710805],[0.52582473 0.38538873 0.23987325],[0.64187062 0.6289112  0.05582738],[ 0.58026332  0.61726093 -0.05583514],[0.61013258 0.77267128 0.27181676],[0.54731143 0.77048481 0.10773969],[0.58505243 0.86332011 0.54754758],[0.51412135 0.90533668 0.34802109],[0.57116133 0.88048607 0.57305092],[0.51166683 0.91593707 0.3691735 ],[0.61141473 0.93087864 0.51711929],[0.53675234 0.98294294 0.27008337]
[ 0.72852415  0.28617707 -0.28519577],[ 0.72735918  0.26525751 -0.27273098],[ 0.72780854  0.26474446 -0.27266881],[ 0.72823274  0.26427791 -0.27262244],[ 0.72010559  0.26492932 -0.29679534],[ 0.71506405  0.26437771 -0.29692024],[ 0.70881122  0.26380381 -0.29693186],[ 0.70859414  0.26695168 -0.17933886],[ 0.68278062  0.26741883 -0.29199934],[ 0.72350609  0.30585274 -0.24698873],[ 0.71448553  0.30485523 -0.27911061],[ 0.72174579  0.36830616 -0.09841694],[ 0.6012342   0.36122033 -0.23236278],[0.6968624  0.46480048 0.09490968],[ 0.51409328  0.42733184 -0.03127459],[0.63281381 0.45445544 0.20496365],[0.51210463 0.40866509 0.24222115],[0.60986125 0.45911503 0.22102742],[0.50679862 0.39859378 0.27897215],[0.61478782 0.4428423  0.21229354],[0.52210134 0.38128844 0.26764372],[0.61960143 0.44147146 0.20506391],[0.52653229 0.38559967 0.2464838 ],[0.64208728 0.62975127 0.05488328],[ 0.58061445  0.61731756 -0.0548606 ],[0.61068052 0.7726751  0.27090505],[0.54763114 0.77138323 0.09470756],[0.58518863 0.86340708 0.55530226],[0.51376212 0.90629143 0.31302783],[0.57124412 0.88049823 0.5823679 ],[0.51090389 0.91675729 0.33178231],[0.61139619 0.93090481 0.53022826],[0.5368017  0.9857465  0.22570083]
[ 0.72807705  0.28618771 -0.29687741],[ 0.72682911  0.2653245  -0.28121901],[ 0.7272011   0.26481375 -0.28118163],[ 0.72754419  0.26434657 -0.28112   ],[ 0.71982872  0.26497331 -0.30881572],[ 0.71489424  0.26440585 -0.30890772],[ 0.70884341  0.26380807 -0.30894333],[ 0.70776385  0.26694602 -0.18081704],[ 0.68304527  0.26734644 -0.29945764],[ 0.7226755   0.30594388 -0.25244683],[ 0.71390569  0.30485421 -0.28909776],[ 0.72168022  0.36853197 -0.08624568],[ 0.60032213  0.36025363 -0.24113396],[0.6976338  0.47051391 0.09671713],[ 0.51327074  0.42967543 -0.08754005],[0.64824027 0.49104559 0.19083753],[0.51194537 0.40849286 0.10743268],[0.62936103 0.50491589 0.20399348],[0.50629723 0.39798576 0.12567607],[0.63227576 0.48827463 0.18721531],[0.52141321 0.38090554 0.11597364],[0.63529766 0.48252133 0.18660836],[0.52576768 0.38549137 0.11041409],[0.64230722 0.63147134 0.0559399 ],[ 0.58047104  0.61799109 -0.05590358],[0.61078215 0.77401853 0.26836106],[0.54757702 0.77208936 0.09466029],[0.58539271 0.86443073 0.56495535],[0.51368147 0.90615159 0.35513726],[0.57168376 0.880714   0.59222847],[0.51089919 0.91662806 0.37890255],[0.61110914 0.93195951 0.52838665],[0.52136666 0.97568536 0.26302546]
