[0.63454217 0.31464159 0.11156805],[0.63494718 0.29819551 0.06567793],[0.63126713 0.29735896 0.06565371],[0.6247021  0.29552284 0.06553115],[0.64515799 0.30108669 0.08058052],[0.64722437 0.30170158 0.08060566],[0.64838547 0.30197081 0.08050822],[ 0.6203019   0.30173579 -0.09040716],[ 0.65098798  0.30788982 -0.01868311],[0.62862355 0.32829836 0.06551363],[0.63920569 0.33261403 0.08477616],[ 0.574368    0.37994394 -0.12876466],[ 0.69538796  0.41208592 -0.0298821 ],[ 0.55301899  0.4000923  -0.01792645],[0.70381248 0.42335469 0.08301356],[0.57554251 0.3548291  0.09242672],[0.78705353 0.40044269 0.19275326],[0.57477868 0.34722272 0.08436523],[0.8043009  0.42286783 0.19636187],[0.5825724  0.34209904 0.07559459],[0.78571868 0.44123504 0.18523958],[0.58436406 0.3476586  0.0944204 ],[0.77816808 0.40338379 0.19186158],[ 0.55173874  0.66116148 -0.06036551],[0.62379801 0.67052954 0.0598781 ],[0.55584699 0.82397151 0.12827809],[0.60829175 0.7873925  0.31088883],[0.53729922 0.9351685  0.22419879],[0.58267921 0.87134087 0.51926208],[0.54766929 0.95962256 0.23620203],[0.57980281 0.89375591 0.54479492],[0.5136224  0.94877267 0.20652476],[0.55898362 0.89154357 0.56196666]
[ 0.65513873  0.29198581 -0.07805477],[ 0.64705592  0.27501336 -0.06131624],[ 0.64600527  0.27445862 -0.06141423],[ 0.64480811  0.27396739 -0.06158382],[ 0.64343393  0.27732918 -0.10457184],[ 0.63999259  0.27847031 -0.10456781],[ 0.63623482  0.27973798 -0.10462089],[0.62322628 0.2831488  0.0288868 ],[ 0.61574692  0.29014322 -0.16312191],[ 0.65188205  0.31208879 -0.03935882],[ 0.64643586  0.31465176 -0.09495342],[0.60567701 0.37032908 0.16974215],[ 0.59277189  0.39118636 -0.26118928],[0.62193233 0.42338425 0.41788119],[ 0.61004752  0.44127685 -0.47520655],[0.66325009 0.41232589 0.60290307],[ 0.67133629  0.33993575 -0.60905856],[0.667853   0.41687039 0.64248115],[ 0.69066262  0.3141883  -0.65601629],[0.67134708 0.4071252  0.62098992],[ 0.68139184  0.30299851 -0.64447618],[0.67004889 0.40588745 0.59781522],[ 0.67477423  0.30945757 -0.60683429],[0.57461631 0.64866143 0.12475453],[ 0.58548707  0.65251678 -0.12475698],[0.53266585 0.82202244 0.22785535],[ 0.59269446  0.83149612 -0.06780468],[0.49022406 0.9638741  0.37486714],[0.58055335 0.97061992 0.01987652],[0.46810466 0.98680252 0.38480255],[0.56630218 0.98121399 0.02669683],[0.53255838 0.9809981  0.32894099],[ 0.63134491  0.99896163 -0.05687978]
[ 0.65504396  0.2910288  -0.06929741],[ 0.64694488  0.27471781 -0.05410909],[ 0.64575469  0.27430293 -0.05421703],[ 0.64436114  0.27395713 -0.05434539],[ 0.64362919  0.27666759 -0.09735975],[ 0.64028108  0.27764896 -0.09735416],[ 0.63661754  0.27877524 -0.09737958],[0.62374073 0.28276709 0.03323632],[ 0.61659151  0.2879414  -0.15926099],[ 0.65136224  0.31105921 -0.03128618],[ 0.64674979  0.31294838 -0.0870301 ],[0.6031059  0.37056074 0.16708855],[ 0.59128678  0.38512003 -0.25069299],[0.61016023 0.44647217 0.37273556],[ 0.61139393  0.40705112 -0.47282571],[0.63902628 0.490356   0.49553913],[ 0.67380691  0.33240131 -0.62612689],[0.64158124 0.50812405 0.52474517],[ 0.68987644  0.31531018 -0.68019491],[0.64314604 0.49930415 0.49613872],[ 0.68199384  0.3109234  -0.66095918],[0.64300358 0.49338916 0.48683971],[ 0.67784029  0.31359047 -0.6217714 ],[0.57674819 0.64832228 0.12279107],[ 0.58291632  0.64825082 -0.12279399],[0.53290099 0.82161462 0.22852802],[ 0.59197444  0.83137786 -0.05331545],[0.49074477 0.9594031  0.37493497],[0.58086354 0.97254366 0.03142928],[0.46784529 0.98504394 0.38550138],[0.56672484 0.98429793 0.03718246],[0.53151149 0.97893339 0.32931304],[ 0.63764137  1.02969849 -0.05363041]
[ 0.65443164  0.2906571  -0.07562678],[ 0.64691371  0.27462393 -0.05725152],[ 0.64558804  0.27426472 -0.05732924],[ 0.64408374  0.27397692 -0.05748839],[ 0.64409226  0.27627736 -0.10207351],[ 0.64085484  0.27703732 -0.10206576],[ 0.63724774  0.27790704 -0.1020962 ],[0.62402177 0.28208891 0.03128643],[ 0.61711228  0.28540307 -0.16368717],[ 0.64969289  0.31033835 -0.03653509],[ 0.64631617  0.31189412 -0.0932125 ],[0.59997833 0.37046331 0.16556171],[ 0.58992922  0.3815904  -0.25252685],[0.61355489 0.43389505 0.40886593],[ 0.60975945  0.40473923 -0.50281107],[0.65161711 0.44998068 0.60649514],[ 0.66768587  0.32219532 -0.68927908],[0.65511405 0.45777139 0.65326458],[ 0.67757803  0.31428039 -0.74629802],[0.65826643 0.44972754 0.62223762],[ 0.67513996  0.31088468 -0.72646493],[0.65802354 0.44757202 0.59948528],[ 0.6780985   0.31351349 -0.68566871],[0.57694668 0.64829612 0.1217768 ],[ 0.58119237  0.64779007 -0.12180194],[0.5330888  0.82246518 0.23224923],[ 0.59231073  0.83108646 -0.05102222],[0.49072796 0.95933372 0.38191333],[0.57952726 0.97447294 0.04411659],[0.4687553  0.97604942 0.39297113],[0.55932784 0.98406678 0.05178237],[0.53127271 0.98003805 0.3393634 ],[ 0.62055796  1.01877129 -0.03088574]
[ 0.65451401  0.29056275 -0.07864873],[ 0.64734071  0.27458519 -0.06116823],[ 0.64607728  0.27430335 -0.0612414 ],[ 0.6446476   0.27406922 -0.06139464],[ 0.64445889  0.2759307  -0.10574702],[ 0.64122498  0.27653518 -0.10573737],[ 0.63762897  0.27725822 -0.1057591 ],[0.62441313 0.28172636 0.03006851],[ 0.61741096  0.2839649  -0.16716011],[ 0.64954543  0.310229   -0.03950982],[ 0.64613748  0.31182808 -0.09616624],[0.61113858 0.36883318 0.14937465],[ 0.58291024  0.37664756 -0.25272104],[0.62208873 0.44239631 0.31861046],[ 0.61019504  0.3911767  -0.43070135],[0.64475262 0.50039369 0.39612624],[ 0.65861118  0.31771883 -0.48231235],[0.6467424  0.52531666 0.41111249],[ 0.671538    0.31389448 -0.52285916],[0.64571321 0.51728755 0.38710457],[ 0.67274147  0.31178489 -0.51076859],[0.64550501 0.50934792 0.38680857],[ 0.67414105  0.31237364 -0.47811061],[0.58243394 0.64683688 0.11952852],[ 0.57808161  0.64108312 -0.1195104 ],[0.53598368 0.82059038 0.22766772],[ 0.59133863  0.8261404  -0.04390757],[0.49437577 0.9575507  0.39163181],[0.5792439  0.96763492 0.06899894],[0.47187671 0.97271073 0.40488204],[0.55970818 0.97879905 0.07877127],[0.53448045 0.98054886 0.34528601],[ 0.62261838  1.02051628 -0.00218611]
[ 0.65440696  0.2898832  -0.07199981],[ 0.64736801  0.27347475 -0.05453492],[ 0.64619255  0.27320343 -0.05463314],[ 0.64488685  0.27299145 -0.05474294],[ 0.64443088  0.27436823 -0.0980878 ],[ 0.64123398  0.27461353 -0.0981196 ],[ 0.63770825  0.27493581 -0.09815831],[0.62457907 0.27907184 0.03838137],[ 0.61768156  0.2799927  -0.15523069],[ 0.64956474  0.30874667 -0.03245535],[ 0.64603448  0.30956879 -0.08818348],[0.61351657 0.36556536 0.15368316],[ 0.57724512  0.373211   -0.23534663],[0.6251539  0.44985336 0.29206401],[ 0.60166991  0.39306575 -0.32890403],[0.64257753 0.52061361 0.31263691],[ 0.64417571  0.31804508 -0.27174768],[0.64408457 0.55079919 0.31662697],[ 0.66507995  0.31357336 -0.29412997],[0.640338   0.54291302 0.29831648],[ 0.66095817  0.311849   -0.29327643],[0.63968366 0.53263599 0.30307359],[ 0.65819114  0.3104637  -0.2686072 ],[0.58976513 0.64333314 0.11910441],[ 0.575441    0.6332196  -0.11905044],[0.53754282 0.81984359 0.19016798],[ 0.59133691  0.82244605 -0.12295057],[0.49446502 0.95426631 0.37505984],[ 0.58242553  0.96946359 -0.02765635],[0.47184843 0.96938854 0.3886053 ],[ 0.56193733  0.97738671 -0.02144526],[0.53332794 0.98047137 0.32219231],[ 0.62924063  1.03555059 -0.12894163]
[ 0.65468848  0.28949469 -0.07501728],[ 0.64744383  0.27196181 -0.05757998],[ 0.64629918  0.27170861 -0.05766128],[ 0.6450749   0.2715793  -0.05778998],[ 0.6445635   0.27244553 -0.1009447 ],[ 0.64138728  0.27237526 -0.10094605],[ 0.63791144  0.27238682 -0.10099665],[0.62704527 0.27730471 0.03746608],[ 0.61852729  0.27725974 -0.16390619],[ 0.65007704  0.30777541 -0.03497498],[ 0.6462934   0.30835658 -0.09010881],[0.61077929 0.36677778 0.14900956],[ 0.57874024  0.36954048 -0.24463013],[0.62781459 0.45973736 0.28438511],[ 0.60867339  0.37805304 -0.30444771],[0.63015509 0.5310269  0.32076791],[ 0.64427477  0.31915298 -0.14277515],[0.62983447 0.56175226 0.32370606],[ 0.65383744  0.31309518 -0.15396328],[0.62523353 0.55412048 0.30414775],[ 0.65053022  0.31093499 -0.15707937],[0.62529075 0.54352629 0.3102496 ],[ 0.64567387  0.31091669 -0.13906838],[0.58915579 0.64372039 0.12020002],[ 0.57608497  0.63577926 -0.12009436],[0.53561407 0.82623446 0.20300207],[ 0.59155595  0.82370359 -0.06291312],[0.49382573 0.95615381 0.3932237 ],[0.58223385 0.9708842  0.06619456],[0.47128421 0.97320187 0.40735227],[0.56224895 0.97870678 0.07583503],[0.5330916  0.98281986 0.34819752],[ 0.63326764  1.04286373 -0.01657413]
[ 0.65500295  0.28868887 -0.07616637],[ 0.64751959  0.26985338 -0.05837441],[ 0.64647257  0.26954558 -0.05846798],[ 0.64551401  0.26942214 -0.05858694],[ 0.64476091  0.26995039 -0.10100639],[ 0.64157796  0.26950148 -0.10103407],[ 0.63808     0.2691246  -0.10105415],[0.63051343 0.27491716 0.03742106],[ 0.61931121  0.27354833 -0.15336701],[ 0.65042555  0.30744594 -0.03613018],[ 0.64655554  0.30806619 -0.09075135],[0.63047868 0.36683187 0.14930028],[ 0.57583487  0.36823067 -0.23213129],[0.63463795 0.45635673 0.27939102],[ 0.59866178  0.38230059 -0.32697964],[0.62873352 0.52431732 0.31152016],[ 0.63325453  0.31313175 -0.27746814],[0.62595147 0.55548501 0.31316134],[ 0.64321244  0.31002161 -0.30191243],[0.62020171 0.54708207 0.29669434],[ 0.64136076  0.30552828 -0.30148149],[0.62141877 0.53635919 0.30278894],[ 0.63658559  0.30790371 -0.2750873 ],[0.59166682 0.64285254 0.12105837],[ 0.56838721  0.63342249 -0.12090609],[0.53513312 0.82665539 0.1804073 ],[ 0.59093344  0.82452607 -0.13353959],[0.49264374 0.96185535 0.34356904],[ 0.58225477  0.9741134  -0.05688139],[0.46878409 0.98236406 0.35422948],[ 0.56292737  0.97961974 -0.05335431],[0.52981597 0.99358302 0.2832849 ],[ 0.63367164  1.04737389 -0.16081071]
[ 0.65520561  0.28882742 -0.12851849],[ 0.64835846  0.27013269 -0.10471551],[ 0.64747316  0.26980898 -0.10480009],[ 0.64664644  0.26964897 -0.10488091],[ 0.64494294  0.27019241 -0.14219292],[ 0.64165449  0.26959842 -0.14222793],[ 0.63822091  0.26889324 -0.1422019 ],[0.6321739  0.27439088 0.0169103 ],[ 0.61981797  0.27224496 -0.15746132],[ 0.65069079  0.30714422 -0.08019988],[ 0.64642483  0.30754364 -0.12878284],[0.63516033 0.37081262 0.13586384],[ 0.57621431  0.36513117 -0.23751394],[0.63408399 0.49814743 0.19399545],[ 0.58132434  0.38901481 -0.46582818],[0.62075305 0.60070568 0.13595928],[ 0.61737972  0.30880383 -0.629233  ],[0.61862671 0.63650775 0.12930059],[ 0.62129319  0.30790365 -0.68822563],[0.61801946 0.62758762 0.10554443],[ 0.62369972  0.30119103 -0.67040682],[0.61760587 0.62024838 0.12311779],[ 0.62045658  0.30547956 -0.62683088],[0.5918889  0.6437149  0.12167456],[ 0.5650326   0.6353457  -0.12157856],[0.53486079 0.82738185 0.23054667],[ 0.58884203  0.82459468 -0.12410494],[0.4954412  0.96089256 0.4245173 ],[0.58226848 0.97439522 0.04302188],[0.47515139 0.98291177 0.43803772],[0.56655622 0.9803986  0.0515395 ],[0.5364176  0.99342215 0.35914081],[ 0.63437027  1.04598796 -0.10580002]
[ 0.65589583  0.29289675 -0.14899142],[ 0.65166485  0.27326137 -0.12211978],[ 0.65116107  0.2727941  -0.12218849],[ 0.65057838  0.27240571 -0.12224291],[ 0.64736807  0.27257434 -0.15796548],[ 0.64371884  0.27122796 -0.15801892],[ 0.63994896  0.26956394 -0.15802288],[0.6359154  0.27471951 0.01164396],[ 0.62240595  0.27329567 -0.15443635],[ 0.65119189  0.31038263 -0.09657714],[ 0.64646804  0.30968526 -0.14290658],[0.64178067 0.37881118 0.13408944],[ 0.57368195  0.36639735 -0.23482963],[0.63220501 0.50446725 0.1760565 ],[ 0.57416934  0.39633971 -0.46953726],[0.62538368 0.60646331 0.1016352 ],[ 0.60983652  0.31209108 -0.62932813],[0.61650127 0.64371723 0.09070764],[ 0.61462379  0.30853382 -0.68649995],[0.61654454 0.64396822 0.06972654],[ 0.61608177  0.30054757 -0.67031032],[0.61553848 0.62799454 0.08937235],[ 0.61291295  0.30600795 -0.62679803],[0.59172207 0.64603901 0.12363611],[ 0.56164992  0.63601369 -0.12361191],[0.53296429 0.82831162 0.24354258],[ 0.58625609  0.82490081 -0.09398139],[0.4958213  0.96086562 0.44570929],[0.58286679 0.9745689  0.03515016],[0.47482657 0.98365432 0.46038198],[0.56576663 0.98980743 0.04312185],[0.53794187 0.99206042 0.38372791],[ 0.63443142  1.04530597 -0.07773073]
[ 0.65496838  0.29883701 -0.18236223],[ 0.65203416  0.27753499 -0.15608138],[ 0.65216035  0.27707383 -0.15612955],[ 0.65232837  0.27667409 -0.1561676 ],[ 0.64707685  0.27666092 -0.18350081],[ 0.64305174  0.2748926  -0.18356474],[ 0.63874513  0.27253354 -0.18360296],[ 0.6397897   0.27835432 -0.0153158 ],[ 0.62189883  0.27399307 -0.14376706],[ 0.65059817  0.31770313 -0.12752202],[ 0.64307576  0.31630945 -0.16238979],[0.64669615 0.37838128 0.12120573],[ 0.56766212  0.36447009 -0.20795591],[0.63804102 0.49107116 0.21131989],[ 0.56415462  0.40586555 -0.4352614 ],[0.63410914 0.55468017 0.20033829],[ 0.60000461  0.32777071 -0.55542898],[0.62759149 0.58075488 0.19966561],[ 0.61589468  0.31060603 -0.60292834],[0.62086171 0.57421887 0.18415442],[ 0.61621076  0.30093211 -0.59152979],[0.61598003 0.56481355 0.19263539],[ 0.61431032  0.30714545 -0.55264556],[0.59142768 0.64610475 0.11855496],[ 0.55917263  0.63707924 -0.11856832],[0.53180873 0.82787627 0.23523252],[ 0.58362103  0.82437623 -0.11056709],[0.4955551  0.96393913 0.43414754],[ 0.5828892   0.97471839 -0.00945955],[0.47374254 0.98605794 0.44938716],[ 0.56447446  0.98986626 -0.00275314],[0.53869307 0.99161214 0.37891179],[ 0.6364342   1.04313493 -0.11680307]
[ 0.65514588  0.3033368  -0.15166554],[ 0.6545369   0.28083915 -0.12844512],[ 0.6550253   0.28014341 -0.12849537],[ 0.65538722  0.27947992 -0.12855348],[ 0.64857376  0.28023419 -0.16169932],[ 0.64442289  0.27837187 -0.16174005],[ 0.6400367   0.27576512 -0.16176543],[ 0.64189947  0.28023764 -0.00658214],[ 0.62316769  0.27443948 -0.1310948 ],[ 0.65099031  0.32127222 -0.10166911],[ 0.64344108  0.31978691 -0.14614169],[0.64668453 0.37802744 0.13878109],[ 0.56801313  0.3589263  -0.19269873],[0.64018321 0.48706022 0.24159518],[ 0.55722338  0.40665308 -0.39766911],[0.64142406 0.47109476 0.25157851],[ 0.59763902  0.33165142 -0.52716786],[0.62878901 0.49259806 0.25720865],[ 0.61024314  0.3130067  -0.57018483],[0.62358421 0.47956216 0.24878559],[ 0.61006361  0.30105644 -0.55946243],[0.61793792 0.47825342 0.24814443],[ 0.60844147  0.30838746 -0.52382249],[0.59111214 0.64428729 0.1186562 ],[ 0.55893278  0.63642627 -0.1187153 ],[0.53108537 0.82667798 0.220938  ],[ 0.58213514  0.82439458 -0.13255446],[0.49550325 0.96374822 0.4209953 ],[ 0.57532775  0.9726705  -0.04881618],[0.47584566 0.97819859 0.43611652],[ 0.55902767  0.98965919 -0.04375052],[0.54089534 0.99128193 0.36082667],[ 0.63226688  1.04338384 -0.15115115]
[ 0.6628257   0.30275932 -0.13247696],[ 0.66101068  0.28058103 -0.10762487],[ 0.66109061  0.27991569 -0.10762569],[ 0.66100335  0.2792891  -0.10764054],[ 0.65605587  0.28010002 -0.14180878],[ 0.65244871  0.27833501 -0.14183658],[ 0.64836502  0.27577314 -0.14187941],[0.64481741 0.27991882 0.01357948],[ 0.62997073  0.27477396 -0.1361468 ],[ 0.65813667  0.32061121 -0.08365437],[ 0.65254724  0.31973287 -0.12874928],[0.64569139 0.37779361 0.15138084],[ 0.57107121  0.35473591 -0.20433278],[0.63912439 0.48518553 0.30435553],[ 0.55097169  0.40535292 -0.40561542],[0.64209986 0.51628512 0.35470095],[ 0.59960705  0.33455497 -0.57199365],[0.63165319 0.5382731  0.36973935],[ 0.60985374  0.32085606 -0.62212694],[0.62613261 0.52229166 0.34956485],[ 0.61220121  0.30981544 -0.60584772],[0.62011045 0.51556242 0.34784549],[ 0.6113407   0.31839579 -0.56712937],[0.58927381 0.64353436 0.11911179],[ 0.56012523  0.63691318 -0.11918352],[0.53073502 0.82411927 0.24063344],[ 0.58136201  0.82467097 -0.10938773],[0.49506101 0.96240526 0.41848096],[ 0.57226223  0.97576839 -0.03236122],[0.47562915 0.97157764 0.43521214],[ 0.54926211  1.00694001 -0.02868133],[0.54429138 0.99110001 0.36004704],[ 0.63087332  1.04879403 -0.1331701 ]
[ 0.66791296  0.30217928 -0.12966092],[ 0.66524452  0.2805585  -0.10694722],[ 0.66533166  0.27989259 -0.10696429],[ 0.66526639  0.27926549 -0.10700037],[ 0.65997887  0.280209   -0.14026399],[ 0.65604669  0.27869543 -0.14028765],[ 0.65151894  0.27656189 -0.14034474],[0.6476509  0.2799069  0.02073362],[ 0.63189375  0.27538165 -0.13346344],[ 0.66326952  0.3202768  -0.08322682],[ 0.65729177  0.31947774 -0.12663564],[0.6467737 0.3762441 0.1518686],[ 0.57122529  0.35332376 -0.20369282],[0.64255297 0.481796   0.29687452],[ 0.54837555  0.40435916 -0.44302803],[0.64500564 0.53628987 0.33792371],[ 0.59439909  0.34299546 -0.64853221],[0.64086872 0.56346869 0.35080522],[ 0.60564768  0.33434755 -0.70530224],[0.63642198 0.55375844 0.32945469],[ 0.61032784  0.32278535 -0.68391061],[0.63108683 0.54442614 0.3299275 ],[ 0.6085977   0.3268663  -0.64284074],[0.58963317 0.63911939 0.11846242],[ 0.56087518  0.6335972  -0.11851661],[0.54166001 0.81855428 0.21182951],[ 0.58144772  0.82209259 -0.16533609],[0.4950316  0.96233684 0.41802365],[ 0.57320297  0.97582072 -0.09510711],[0.47712573 0.97169125 0.43325049],[ 0.55004299  0.99523282 -0.09159233],[0.54371685 1.00366855 0.35729536],[ 0.62877935  1.05157959 -0.21150699]
[ 0.67269623  0.30241111 -0.16634765],[ 0.6695658   0.2809495  -0.13997452],[ 0.67000169  0.28013003 -0.14000648],[ 0.67026174  0.27935392 -0.14004156],[ 0.66279739  0.28140986 -0.16655856],[ 0.65805614  0.28062353 -0.16659988],[ 0.65267301  0.27948669 -0.16666029],[6.55012608e-01 2.80119389e-01 5.10640792e-04],[ 0.63325739  0.28111237 -0.12709725],[ 0.66965431  0.32016018 -0.11167188],[ 0.66210616  0.31972092 -0.14568059],[0.65795559 0.37148556 0.13982598],[ 0.57951605  0.35532621 -0.18552169],[0.65589964 0.48072118 0.24011603],[ 0.54360443  0.40803871 -0.43856487],[0.65003234 0.54630929 0.22771141],[ 0.59048283  0.3438617  -0.62681985],[0.6471405  0.57377398 0.2327344 ],[ 0.60284919  0.33193004 -0.68085468],[0.64443767 0.56541634 0.21259303],[ 0.60747182  0.32094258 -0.66011572],[0.64044523 0.55659389 0.21935184],[ 0.60559702  0.32597595 -0.62138498],[0.59101409 0.63668388 0.11415726],[ 0.56144994  0.63019025 -0.11425447],[0.54503083 0.80879742 0.21489188],[ 0.5815255   0.8176052  -0.14311771],[0.49414659 0.96198499 0.40728903],[ 0.57066393  0.97629368 -0.08170614],[0.47685939 0.97109413 0.42090306],[ 0.55204475  0.98887998 -0.07817084],[0.53692955 1.0005219  0.35145405],[ 0.62728274  1.05120456 -0.19428937]
[ 0.68146861  0.30327213 -0.15890852],[ 0.67915297  0.28220731 -0.13323584],[ 0.67976612  0.2811974  -0.13327882],[ 0.68010598  0.28018871 -0.13332224],[ 0.67171961  0.28282937 -0.16191232],[ 0.6668992   0.28214952 -0.1619539 ],[ 0.66129273  0.28118631 -0.16202222],[0.66518116 0.28020647 0.00251491],[ 0.64040774  0.28225228 -0.12568904],[ 0.67887616  0.32042101 -0.10564689],[ 0.67057687  0.31990764 -0.14249869],[0.66519922 0.37019089 0.14055385],[ 0.5850414   0.3548823  -0.18286663],[0.6547755  0.47948256 0.2526702 ],[ 0.54065859  0.41134083 -0.41752261],[0.65682954 0.55245906 0.25775468],[ 0.59084398  0.35011545 -0.60302711],[0.65672487 0.5793581  0.26709276],[ 0.60128123  0.33205462 -0.65423048],[0.655765   0.57299888 0.24515763],[ 0.6064415   0.32189324 -0.6339637 ],[0.65202177 0.56397843 0.24876824],[ 0.60514146  0.32921636 -0.59707868],[0.59234792 0.63445741 0.11480777],[ 0.56221306  0.62679291 -0.11489363],[0.54395115 0.80935204 0.16888922],[ 0.58191746  0.81837219 -0.16357675],[0.49319488 0.96195751 0.35096997],[ 0.56750697  0.97501367 -0.08406042],[0.47672248 0.96917838 0.3625972 ],[ 0.5503633   0.98114699 -0.07900894],[0.53635281 0.99881285 0.285824  ],[ 0.61221611  1.05491865 -0.19669503]
[ 0.68925989  0.30405587 -0.21736541],[ 0.68692446  0.28363675 -0.18603215],[ 0.68748027  0.28267577 -0.18606441],[ 0.6877932   0.28172347 -0.18613712],[ 0.67946798  0.28431976 -0.21590403],[ 0.67463911  0.28380778 -0.2159541 ],[ 0.66896278  0.28304854 -0.21600907],[ 0.67175156  0.28250983 -0.03118891],[ 0.64759576  0.28458342 -0.16310862],[ 0.68597215  0.32118425 -0.15772331],[ 0.67800146  0.32057822 -0.1962913 ],[0.66599691 0.37314212 0.13883899],[ 0.59327364  0.35553679 -0.21489835],[0.65419883 0.47864738 0.34103563],[ 0.54428089  0.41497573 -0.46447039],[0.65608275 0.55376256 0.44885141],[ 0.58761245  0.35251078 -0.70928115],[0.65601701 0.57939714 0.48074526],[ 0.59596479  0.33125594 -0.76856577],[0.65519732 0.57354677 0.45787278],[ 0.60032934  0.32122931 -0.75415176],[0.65220386 0.56529462 0.44300023],[ 0.60033864  0.32882747 -0.70732194],[0.59255981 0.63498306 0.11979373],[ 0.56263798  0.62785774 -0.12004469],[0.54337734 0.81251645 0.25584278],[ 0.58381301  0.82004988 -0.15826209],[0.49257463 0.96091998 0.49434423],[ 0.56814218  0.97521371 -0.082449  ],[0.47634524 0.96752048 0.51311004],[ 0.55133587  0.97914082 -0.07681649],[0.5363071  0.99242336 0.45710459],[ 0.61408842  1.05563068 -0.1891778 ]
[ 0.694888    0.30865201 -0.22001795],[ 0.69283122  0.28799799 -0.18839061],[ 0.69356376  0.28693429 -0.18837152],[ 0.69410026  0.28577405 -0.188439  ],[ 0.68472999  0.28934956 -0.21934886],[ 0.67946595  0.28927127 -0.21937847],[ 0.67328048  0.28886059 -0.21938598],[ 0.67760289  0.28587595 -0.03116723],[ 0.65162641  0.29142678 -0.16809443],[ 0.69167733  0.3254039  -0.15817244],[ 0.68300319  0.32533523 -0.19798145],[0.66962129 0.37220821 0.14885062],[ 0.60170484  0.37059185 -0.21500333],[0.65834701 0.44705853 0.42934012],[ 0.5458408  0.4173741 -0.4665409],[0.66219199 0.45044479 0.63150561],[ 0.58852851  0.35636622 -0.70956933],[0.66204637 0.45282623 0.68372941],[ 0.5960983   0.33469164 -0.76149011],[0.66141754 0.44390544 0.67677444],[ 0.60098583  0.32643649 -0.75005019],[0.66119403 0.44667155 0.63531828],[ 0.60144258  0.33472198 -0.70806289],[0.59284008 0.63553154 0.1241321 ],[ 0.5691818   0.63564962 -0.12441988],[0.54651785 0.8018961  0.30917305],[ 0.58583283  0.82001072 -0.1596529 ],[0.49308357 0.94956881 0.53300023],[ 0.56876522  0.97594196 -0.12044509],[0.47616044 0.96313274 0.55148387],[ 0.55098116  1.00746596 -0.11708401],[0.54196465 0.97291535 0.51960766],[ 0.62066424  1.05458486 -0.21060987]
[ 0.70146     0.31156015 -0.23012292],[ 0.6997081   0.29157782 -0.1962575 ],[ 0.70033675  0.29089734 -0.19624041],[ 0.70079267  0.29013202 -0.19633077],[ 0.69204193  0.29191801 -0.22763824],[ 0.6871444   0.29154441 -0.22766349],[ 0.68131411  0.29092747 -0.22767608],[ 0.683828    0.28992203 -0.03422447],[ 0.65903521  0.2933026  -0.17308713],[ 0.69829988  0.32856718 -0.16730629],[ 0.68970025  0.32782611 -0.20759484],[0.6718713  0.37752047 0.15301542],[ 0.60781765  0.37328908 -0.2191267 ],[0.65877181 0.46820432 0.43532723],[ 0.54488599  0.4178701  -0.46748853],[0.666668   0.47720733 0.63324273],[ 0.59189773  0.35486934 -0.69116271],[0.66739565 0.49180153 0.68726861],[ 0.60032618  0.32565072 -0.74035996],[0.66922116 0.48233983 0.67747647],[ 0.60475081  0.32148048 -0.72436881],[0.66893846 0.48129371 0.63605165],[ 0.6042608   0.33197612 -0.68733257],[0.59270227 0.64482343 0.12629421],[ 0.5723936   0.64591664 -0.12658028],[0.54555923 0.80419314 0.3212727 ],[ 0.58670175  0.83215195 -0.13372698],[0.49137673 0.95052153 0.53476036],[ 0.56747854  0.98255473 -0.08687098],[0.47118157 0.96337867 0.55275095],[ 0.54297721  1.02791202 -0.08204465],[0.54054481 0.97572643 0.51904744],[ 0.62155879  1.06493974 -0.18815663]
[ 0.70891649  0.3161177  -0.25750959],[ 0.70724332  0.2953032  -0.22420366],[ 0.70790654  0.29463229 -0.22417922],[ 0.70839936  0.29391861 -0.22427097],[ 0.69963902  0.29571053 -0.25530314],[ 0.69443381  0.29557356 -0.25532764],[ 0.68798828  0.29539996 -0.25531441],[ 0.69244969  0.29402411 -0.06454132],[ 0.66403311  0.29915509 -0.2021707 ],[ 0.70641047  0.33374247 -0.19590884],[ 0.69731915  0.33342442 -0.23557575],[0.67371827 0.37806767 0.11965284],[ 0.61847174  0.38659686 -0.24305341],[0.65749371 0.47524014 0.40452743],[ 0.54722679  0.41964686 -0.48619398],[0.66484827 0.48857513 0.61427522],[ 0.59383237  0.35293475 -0.7052843 ],[0.66520822 0.50501734 0.66784376],[ 0.60274637  0.32442424 -0.75343359],[0.66617531 0.49560568 0.65398157],[ 0.60641217  0.31885082 -0.73799783],[0.66612452 0.49345124 0.61556351],[ 0.60494655  0.32839504 -0.70201343],[0.59248078 0.64891696 0.12576026],[ 0.57699144  0.65082186 -0.12609032],[0.54528111 0.80855095 0.29230863],[ 0.58755505  0.84376508 -0.10394134],[0.49117416 0.95202279 0.49033102],[ 0.56546682  0.98153061 -0.03309711],[0.47120041 0.96383029 0.50671041],[ 0.54003936  1.02761078 -0.02461734],[0.53882104 0.98672545 0.46203214],[ 0.61508858  1.06835997 -0.09925233]
