[0.63454217 0.31464159 0.11156805],[0.63494718 0.29819551 0.06567793],[0.63126713 0.29735896 0.06565371],[0.6247021  0.29552284 0.06553115],[0.64515799 0.30108669 0.08058052],[0.64722437 0.30170158 0.08060566],[0.64838547 0.30197081 0.08050822],[ 0.6203019   0.30173579 -0.09040716],[ 0.65098798  0.30788982 -0.01868311],[0.62862355 0.32829836 0.06551363],[0.63920569 0.33261403 0.08477616],[ 0.574368    0.37994394 -0.12876466],[ 0.69538796  0.41208592 -0.0298821 ],[ 0.55301899  0.4000923  -0.01792645],[0.70381248 0.42335469 0.08301356],[0.57554251 0.3548291  0.09242672],[0.78705353 0.40044269 0.19275326],[0.57477868 0.34722272 0.08436523],[0.8043009  0.42286783 0.19636187],[0.5825724  0.34209904 0.07559459],[0.78571868 0.44123504 0.18523958],[0.58436406 0.3476586  0.0944204 ],[0.77816808 0.40338379 0.19186158],[ 0.55173874  0.66116148 -0.06036551],[0.62379801 0.67052954 0.0598781 ],[0.55584699 0.82397151 0.12827809],[0.60829175 0.7873925  0.31088883],[0.53729922 0.9351685  0.22419879],[0.58267921 0.87134087 0.51926208],[0.54766929 0.95962256 0.23620203],[0.57980281 0.89375591 0.54479492],[0.5136224  0.94877267 0.20652476],[0.55898362 0.89154357 0.56196666]
[ 0.8099249   0.37051311 -0.37031126],[ 0.8081724   0.34479797 -0.35481146],[ 0.80843532  0.3442426  -0.35489839],[ 0.80861843  0.34375975 -0.35495669],[ 0.80069333  0.34295335 -0.37070116],[ 0.7948975   0.34112778 -0.37081403],[ 0.78817117  0.33951467 -0.3709262 ],[ 0.7919817   0.3436622  -0.21050806],[ 0.75881195  0.33868593 -0.2853165 ],[ 0.80333787  0.39237577 -0.31010559],[ 0.79280174  0.38898849 -0.3312237 ],[ 0.82096595  0.47147524 -0.0993884 ],[ 0.66272837  0.42146593 -0.19739598],[0.7995804  0.6266796  0.05361425],[ 0.58402359  0.56643283 -0.36090726],[0.75464684 0.74818897 0.03358024],[ 0.60960495  0.45465702 -0.65230185],[0.74101269 0.78666347 0.02284713],[ 0.62986356  0.42738336 -0.70907104],[ 0.73741651  0.77821165 -0.00608124],[ 0.63613051  0.40839523 -0.72185361],[0.73937237 0.76548141 0.02501084],[ 0.63274652  0.41499746 -0.66458416],[0.71076399 0.76365501 0.01251839],[ 0.63012666  0.73894578 -0.01221671],[0.6657204  0.9155823  0.05014224],[0.58333933 0.92002577 0.08379684],[0.62774652 1.06805658 0.38025397],[0.55865377 1.04024053 0.38003781],[0.62085754 1.07673132 0.40927339],[0.54960686 1.08140767 0.41058055],[0.61537284 1.14438403 0.31372094],[0.53415227 1.1326983  0.29415923]
[ 0.80953342  0.37065977 -0.38143086],[ 0.80789602  0.34489575 -0.36529279],[ 0.80821121  0.34437662 -0.365381  ],[ 0.80845529  0.3439399  -0.36544138],[ 0.8003087   0.34298179 -0.38079479],[ 0.79442835  0.34113985 -0.38090509],[ 0.78757894  0.33952326 -0.38101539],[ 0.79200447  0.34393638 -0.21454437],[ 0.75829017  0.33874837 -0.28955775],[ 0.80309027  0.39252344 -0.31953821],[ 0.79240149  0.38908032 -0.34021288],[ 0.82070553  0.47177267 -0.09822339],[ 0.66284496  0.4214018  -0.19877177],[0.79863709 0.62667567 0.05546242],[ 0.58030331  0.56223238 -0.37080729],[0.75289291 0.74893135 0.03386232],[ 0.61095411  0.44177905 -0.66716683],[0.73933899 0.787965   0.02247812],[ 0.63214362  0.41797394 -0.72414529],[ 0.73594606  0.77986741 -0.00721919],[ 0.63875926  0.39981064 -0.72401869],[0.73775709 0.76685739 0.02458013],[ 0.63488781  0.40753698 -0.67146879],[0.70980412 0.76467812 0.01216759],[ 0.62977535  0.73927182 -0.01186417],[0.66338593 0.91983116 0.04716303],[0.58291972 0.92124695 0.08331198],[0.62656391 1.07865381 0.36492455],[0.54759312 1.0713526  0.38209078],[0.61986125 1.08924317 0.39208657],[0.54421365 1.09335983 0.41192812],[0.61369741 1.15327585 0.28274143],[0.52708423 1.13941526 0.27402276]
[ 0.80954552  0.37079942 -0.38020429],[ 0.80791557  0.34499153 -0.36356419],[ 0.80823338  0.34447443 -0.36364478],[ 0.80848092  0.34404027 -0.36370552],[ 0.80032653  0.34306851 -0.3808341 ],[ 0.79444778  0.34122235 -0.3809455 ],[ 0.78759116  0.3396014  -0.38105208],[ 0.79204315  0.34407648 -0.21058306],[ 0.75818545  0.3388052  -0.29165155],[ 0.8030982   0.39277866 -0.31671923],[ 0.79240501  0.38924831 -0.33997256],[ 0.820521    0.47194162 -0.09205593],[ 0.66267633  0.4211126  -0.19938566],[0.79847223 0.62597942 0.07300339],[ 0.57681227  0.55610472 -0.38314074],[0.75280297 0.74892449 0.0630345 ],[ 0.61097074  0.4367238  -0.6865297 ],[0.73935783 0.78798014 0.05533589],[ 0.63130581  0.41666916 -0.74161637],[0.73591483 0.77985781 0.02639315],[ 0.63861573  0.39874169 -0.73529327],[0.73769218 0.76683807 0.05450056],[ 0.6350373   0.4050661  -0.68835694],[0.70923436 0.764777   0.01232048],[ 0.62888789  0.73922032 -0.01201932],[0.66201842 0.92061996 0.04272961],[0.58256131 0.92125142 0.09155598],[0.62587297 1.07830954 0.36001649],[0.54673755 1.07288551 0.39733401],[0.61924493 1.08835387 0.38782844],[0.54424036 1.09274638 0.42843658],[0.61263502 1.15382004 0.28322601],[0.52694857 1.14026022 0.29571664]
[ 0.80955917  0.37080351 -0.36676365],[ 0.80793297  0.34500453 -0.34959167],[ 0.80825233  0.34448799 -0.3496792 ],[ 0.8085022   0.34405354 -0.34975606],[ 0.80034363  0.34307909 -0.36749274],[ 0.7944653   0.34123001 -0.36759704],[ 0.78760755  0.33961785 -0.36770001],[ 0.79220748  0.34411913 -0.19841704],[ 0.75818568  0.33881253 -0.28286883],[ 0.80312777  0.39278892 -0.30406922],[ 0.79247081  0.38923183 -0.3281936 ],[ 0.82032806  0.47253573 -0.08051636],[ 0.6627956   0.41861877 -0.19617155],[0.79790711 0.62581986 0.08384778],[ 0.576446    0.55265433 -0.38218349],[0.75268304 0.74872851 0.06788325],[ 0.61097801  0.43602952 -0.68045241],[0.73939121 0.78788149 0.05942812],[ 0.63014448  0.41411486 -0.73504525],[0.73594201 0.77952975 0.02993155],[ 0.63747281  0.39597756 -0.73188418],[0.73771977 0.76598012 0.05885251],[ 0.63427937  0.40224579 -0.68259543],[0.70892185 0.7646417  0.0126909 ],[ 0.62868583  0.73860705 -0.01239456],[0.66107357 0.92168945 0.03005673],[0.58226424 0.921193   0.08448532],[0.62404084 1.08590424 0.32400614],[0.5410744  1.07523549 0.37651175],[0.6171726  1.09619737 0.34891522],[0.53903598 1.09456944 0.4057703 ],[0.61078835 1.16069543 0.24175298],[0.52203578 1.1407479  0.27181253]
[ 0.80957252  0.37090138 -0.38812143],[ 0.80794191  0.3450487  -0.37037274],[ 0.80826056  0.34452465 -0.37043566],[ 0.80851269  0.34408721 -0.37051222],[ 0.80035782  0.34315577 -0.38817865],[ 0.79448074  0.34133381 -0.38828555],[ 0.78761941  0.33977333 -0.38837531],[ 0.79238993  0.34416002 -0.20867255],[ 0.75817651  0.33892912 -0.29470474],[ 0.80313033  0.39283863 -0.32119247],[ 0.79248422  0.38924572 -0.34551099],[ 0.82029331  0.47275999 -0.08550593],[ 0.66311032  0.41754228 -0.20215896],[0.79782748 0.6258145  0.07709134],[ 0.57411999  0.54955673 -0.38583469],[0.75269389 0.74865758 0.04995934],[ 0.61256766  0.43785605 -0.69891429],[0.73942196 0.78773463 0.03335119],[ 0.63074517  0.41014609 -0.75759244],[0.73595965 0.77932811 0.00304008],[ 0.63780808  0.39356241 -0.75544941],[0.73774153 0.76559895 0.03978621],[ 0.63491154  0.40238401 -0.70222259],[0.70820332 0.7646367  0.01340785],[ 0.62794262  0.73789316 -0.01310137],[0.66089022 0.92188227 0.03484697],[0.58129466 0.92095852 0.09070326],[0.62422574 1.08476901 0.34651861],[0.53959686 1.06973529 0.41743094],[0.61723262 1.09477949 0.37344879],[0.53764492 1.0913918  0.45019108],[0.61285436 1.16074574 0.2622934 ],[0.5206427  1.14014232 0.30749005]
[ 0.80976117  0.37060449 -0.37700763],[ 0.80802262  0.34482482 -0.35907829],[ 0.80834121  0.34432375 -0.35917473],[ 0.80860031  0.34392932 -0.359274  ],[ 0.80045289  0.34300831 -0.37465388],[ 0.79461873  0.34124595 -0.37474328],[ 0.78778774  0.33974415 -0.37484214],[ 0.79304659  0.34416676 -0.203282  ],[ 0.75832427  0.33894357 -0.27795014],[ 0.80337459  0.39267302 -0.31279147],[ 0.79278141  0.38896447 -0.33412102],[ 0.8202939   0.47350231 -0.08713679],[ 0.66430414  0.41723403 -0.17953765],[0.79778093 0.62666899 0.07339521],[ 0.57305539  0.54710883 -0.34529757],[0.75215578 0.74867254 0.0187929 ],[ 0.61353683  0.43837878 -0.6498878 ],[ 7.38790810e-01  7.87859797e-01 -5.78543113e-04],[ 0.6312927   0.40651068 -0.70575577],[ 0.73506063  0.77931648 -0.03069762],[ 0.63867819  0.39051607 -0.7038821 ],[0.73691523 0.76556361 0.00868762],[ 0.63584846  0.40119579 -0.65318841],[0.70780796 0.76462048 0.01293627],[ 0.62767529  0.73765999 -0.01264265],[0.66050619 0.92351544 0.02234293],[0.58065468 0.92333353 0.07537002],[0.62117004 1.0945828  0.32439598],[0.53908044 1.08100212 0.36664385],[0.61407912 1.10554063 0.34988728],[0.53694981 1.1008445  0.39495155],[0.60694599 1.16824472 0.23536365],[0.52016652 1.14452386 0.2513451 ]
[ 0.8111825   0.3706415  -0.37122929],[ 0.80889368  0.34490815 -0.35315016],[ 0.80905259  0.34441325 -0.35326695],[ 0.80916339  0.34403038 -0.35338196],[ 0.80169785  0.343099   -0.36791512],[ 0.79617888  0.34135473 -0.36800227],[ 0.789617    0.33985531 -0.36810261],[ 0.79372019  0.34433356 -0.19902782],[ 0.75958925  0.3390339  -0.27016392],[ 0.80447114  0.39269775 -0.30781394],[ 0.79431993  0.38899168 -0.32817429],[ 0.82033503  0.47397855 -0.08891694],[ 0.66537625  0.41689169 -0.16613205],[0.79761213 0.62787229 0.05670517],[ 0.57219332  0.5451405  -0.31836051],[ 0.75167662  0.74884802 -0.0097196 ],[ 0.61376131  0.43409303 -0.61371243],[ 0.73857397  0.78792882 -0.02998965],[ 0.63144767  0.40059391 -0.66828108],[ 0.73458052  0.77924699 -0.06140816],[ 0.63910145  0.38520056 -0.66759741],[ 0.73642278  0.76551569 -0.02053441],[ 0.63618952  0.39706522 -0.61769384],[0.70765054 0.76458651 0.01214026],[ 0.62768     0.73773229 -0.01187527],[0.66024822 0.924101   0.02830861],[0.58055079 0.92608452 0.06129226],[0.62040961 1.09440458 0.33413866],[0.55222189 1.0549196  0.34876579],[0.61349797 1.1050899  0.35951382],[0.53746873 1.10331106 0.37681302],[0.6050334  1.16772127 0.25188524],[0.52127832 1.14722133 0.23224005]
[ 0.81213731  0.37056333 -0.36028799],[ 0.80924922  0.34486312 -0.34291768],[ 0.80926102  0.34435531 -0.34304211],[ 0.80926144  0.3439683  -0.3431673 ],[ 0.80246115  0.34310806 -0.35647452],[ 0.79720318  0.34137037 -0.35656118],[ 0.79097182  0.33992383 -0.35666674],[ 0.79378659  0.34434062 -0.19323398],[ 0.76110536  0.33934373 -0.25875902],[ 0.80500966  0.39264575 -0.2985718 ],[ 0.79538321  0.38899502 -0.31722254],[ 0.82033539  0.47410709 -0.08874746],[ 0.66692698  0.41679633 -0.15825899],[0.7972765  0.62819713 0.04910783],[ 0.57212651  0.54238743 -0.3135955 ],[ 0.75108719  0.7489509  -0.0071493 ],[ 0.61456531  0.43148652 -0.60419071],[ 0.73799783  0.78821641 -0.0249852 ],[ 0.63253748  0.39546737 -0.65686369],[ 0.73390466  0.77934253 -0.05550157],[ 0.64058197  0.38087669 -0.65491104],[ 0.73577595  0.76557034 -0.01730787],[ 0.63769114  0.39320478 -0.60780257],[0.70759434 0.76458186 0.01155893],[ 0.62802899  0.73802358 -0.01131259],[0.65919024 0.92454809 0.0312086 ],[0.58064377 0.92716515 0.05602192],[0.62040275 1.0930295  0.34461552],[0.55132824 1.0751462  0.33828229],[0.61346704 1.10342228 0.37129968],[0.53966153 1.10261309 0.3662197 ],[0.60520297 1.16651189 0.26301131],[0.52473116 1.14843714 0.22643825]
[ 0.81253433  0.37025055 -0.3637206 ],[ 0.80950719  0.34472391 -0.34637502],[ 0.80947655  0.34422222 -0.34648222],[ 0.80943739  0.34384409 -0.34658661],[ 0.80282116  0.34300417 -0.36034358],[ 0.79766852  0.34130326 -0.36043599],[ 0.79157543  0.33988422 -0.36054322],[ 0.79414582  0.34428623 -0.19688717],[ 0.7618922   0.33933809 -0.26428249],[ 0.80532295  0.39235127 -0.30222666],[ 0.79588544  0.38876373 -0.3213346 ],[ 0.8203761   0.47410166 -0.08972714],[ 0.66799396  0.41682461 -0.16635846],[0.79735923 0.62812728 0.04513992],[ 0.5714525   0.54097652 -0.32321972],[ 0.75104839  0.74905336 -0.00311978],[ 0.61444432  0.4309414  -0.61328119],[ 0.73786199  0.78821266 -0.01953219],[ 0.63217133  0.39404535 -0.66580635],[ 0.73387343  0.77933294 -0.04962173],[ 0.64029509  0.37897041 -0.66411626],[ 0.73573124  0.76563132 -0.0129308 ],[ 0.63744706  0.3919808  -0.61702085],[0.70758563 0.76457655 0.01155223],[ 0.62848389  0.73803157 -0.01130612],[0.65926516 0.92450011 0.03734883],[0.58083731 0.92707646 0.0583849 ],[0.62081283 1.09071124 0.35834515],[0.56008399 1.03688347 0.34634635],[0.61393678 1.10096943 0.38611037],[0.55567944 1.03140795 0.37488323],[0.60585093 1.16420627 0.28103739],[0.52687925 1.14740419 0.23522122]
[ 0.81256163  0.37006146 -0.37392735],[ 0.80950612  0.34460697 -0.35614443],[ 0.80945456  0.34407777 -0.3562203 ],[ 0.80937308  0.34367561 -0.35629481],[ 0.80285406  0.34297946 -0.3677533 ],[ 0.79772371  0.34130722 -0.36784953],[ 0.79163349  0.33989844 -0.36793995],[ 0.79402798  0.34411371 -0.2053127 ],[ 0.76226801  0.33945781 -0.26663628],[ 0.80532628  0.3920154  -0.31234556],[ 0.7960211   0.38858816 -0.32896945],[ 0.82033968  0.47345161 -0.10057227],[ 0.66859066  0.41685045 -0.17087516],[0.79703861 0.62790692 0.03302384],[ 0.57115138  0.53955168 -0.32920215],[ 0.75069678  0.74942797 -0.00503929],[ 0.61434901  0.42483479 -0.61869925],[ 0.73752296  0.78845972 -0.02003757],[ 0.63250899  0.38795137 -0.67057651],[ 0.73374021  0.779571   -0.04946167],[ 0.64156139  0.37338325 -0.6697098 ],[ 0.73554075  0.76590973 -0.0145252 ],[ 0.63908458  0.38579467 -0.62288868],[0.70757627 0.76420271 0.01102827],[ 0.62986034  0.73796171 -0.0107825 ],[0.65986443 0.92090821 0.06748495],[0.58166015 0.92698562 0.06015802],[0.62330151 1.07519567 0.38254958],[0.56291568 1.02686298 0.33443224],[0.61644751 1.08550799 0.40958291],[0.55455339 1.05155802 0.36116996],[0.60993904 1.1492728  0.30685249],[0.52779168 1.14467728 0.22158507]
[ 0.81259334  0.36999938 -0.36882049],[ 0.80948657  0.34457514 -0.35151419],[ 0.80932122  0.34401065 -0.35160774],[ 0.80904722  0.34356701 -0.35170841],[ 0.80306464  0.34300521 -0.36331943],[ 0.79816914  0.34140536 -0.36341724],[ 0.79243612  0.34010977 -0.36351675],[ 0.79316723  0.34397176 -0.20461249],[ 0.76394713  0.33977315 -0.26557344],[ 0.80523777  0.39186749 -0.30891353],[ 0.79617572  0.38859421 -0.32568577],[ 0.81978047  0.47315931 -0.10842744],[ 0.66940022  0.41759777 -0.16327366],[0.7964713  0.62815064 0.00933763],[ 0.57024527  0.53936863 -0.31185877],[ 0.74884599  0.75005567 -0.02814919],[ 0.61451983  0.42095932 -0.57580459],[ 0.73590052  0.78865129 -0.04257249],[ 0.63293666  0.38310781 -0.62187821],[ 0.73179293  0.77961415 -0.06934538],[ 0.64310801  0.3698118  -0.61862981],[ 0.73352844  0.76595151 -0.03657103],[ 0.64056218  0.38309127 -0.57865322],[0.7069146  0.76382482 0.00796253],[ 0.63248152  0.73824227 -0.00774421],[0.65963942 0.91910225 0.07028748],[0.58314258 0.92712128 0.05378104],[0.6233142  1.07389486 0.38201925],[0.5585621  1.05655372 0.30809301],[0.61649042 1.0848434  0.40553188],[0.55401969 1.06893194 0.33283985],[0.60998505 1.14630044 0.30466202],[0.52800924 1.14379144 0.19535141]
[ 0.81263906  0.36929116 -0.36198288],[ 0.80947649  0.3441512  -0.34525877],[ 0.8092801   0.34355724 -0.34534469],[ 0.8089698   0.34308895 -0.34543189],[ 0.80311763  0.34274271 -0.35685343],[ 0.79828042  0.34122145 -0.35694078],[ 0.79262674  0.33999452 -0.35703677],[ 0.7930702   0.34361047 -0.20233901],[ 0.76419818  0.33972403 -0.26053137],[ 0.80523837  0.39118317 -0.3036392 ],[ 0.79626375  0.3882024  -0.31975251],[ 0.81980932  0.47230661 -0.10728933],[ 0.66994947  0.41760543 -0.1623091 ],[0.79647803 0.6279608  0.01488193],[ 0.57013607  0.53941691 -0.31055981],[ 0.74881899  0.75007731 -0.02437486],[ 0.614425    0.4230316  -0.57943964],[ 0.7357738   0.78874284 -0.0395973 ],[ 0.63288313  0.38645124 -0.62822789],[ 0.73160666  0.779612   -0.06699367],[ 0.64294535  0.37168452 -0.62671775],[ 0.73340511  0.76593047 -0.0331899 ],[ 0.64040595  0.38460118 -0.58316612],[0.70705712 0.76313716 0.00772912],[ 0.63262725  0.73744941 -0.00749949],[0.66068023 0.91619068 0.07611779],[0.58404201 0.92285502 0.05473654],[0.62415159 1.07034791 0.3800925 ],[0.55623066 1.06083786 0.30425525],[0.6173268 1.0813756 0.4046689],[0.55340886 1.07191622 0.32871801],[0.61116773 1.14269006 0.30367815],[0.52806652 1.13764381 0.19403318]
[ 0.81288403  0.36830312 -0.36386231],[ 0.80949467  0.34343404 -0.34715229],[ 0.80927438  0.34276617 -0.34723693],[ 0.80891103  0.34222022 -0.34731969],[ 0.80340546  0.3422434  -0.35946468],[ 0.79874635  0.34080473 -0.35955441],[ 0.79338264  0.33964014 -0.35965306],[ 0.79263777  0.34279716 -0.20283994],[ 0.76527739  0.33948225 -0.26361629],[ 0.80529898  0.39011756 -0.30492893],[ 0.79666698  0.38748902 -0.32187784],[ 0.81980836  0.471784   -0.1069437 ],[ 0.67034566  0.41811076 -0.1643137 ],[0.79641992 0.6275152  0.01915552],[ 0.57001126  0.53876054 -0.31087548],[ 0.7488482   0.75013256 -0.02139065],[ 0.61296976  0.4232401  -0.59607476],[ 0.73579365  0.7887727  -0.03689908],[ 0.62937433  0.38609892 -0.647277  ],[ 0.7316156   0.77961516 -0.06198602],[ 0.64056027  0.37145108 -0.64673781],[ 0.73340791  0.76593012 -0.03086757],[ 0.63870126  0.38466206 -0.60002434],[0.70701057 0.76315039 0.00780462],[ 0.63262808  0.7375986  -0.00756901],[0.66077554 0.91541773 0.07648852],[0.58404946 0.92314178 0.05553047],[0.62444723 1.06874955 0.37583053],[0.55379939 1.06368816 0.31512484],[0.61746776 1.07982087 0.39847687],[0.55303311 1.07570291 0.34016371],[0.61211526 1.14164269 0.29694626],[0.52771401 1.13557434 0.20396197]
[ 0.81288356  0.36830765 -0.36447278],[ 0.80949295  0.34343731 -0.34827918],[ 0.80924785  0.34276816 -0.34834832],[ 0.8088485   0.34221691 -0.34841797],[ 0.80345821  0.34226462 -0.36102152],[ 0.79882991  0.34083328 -0.36110801],[ 0.79348463  0.33967218 -0.36120039],[ 0.79245913  0.34272209 -0.20643464],[ 0.76521522  0.33943397 -0.27070132],[ 0.80521381  0.39009103 -0.30520505],[ 0.79664648  0.38748172 -0.32259557],[ 0.81980944  0.47132599 -0.10651463],[ 0.67033529  0.41812107 -0.17443213],[0.79642308 0.62658513 0.02609621],[ 0.56991982  0.53681082 -0.3342157 ],[0.74889147 0.7501182  0.00084334],[ 0.61068588  0.42236087 -0.62437993],[ 0.73591685  0.78870696 -0.01095379],[ 0.62402946  0.38565293 -0.67546046],[ 0.73164296  0.77935416 -0.03869509],[ 0.63571715  0.3713946  -0.67748713],[ 0.73343462  0.76576811 -0.00829572],[ 0.63507909  0.38443381 -0.63001621],[0.70725864 0.76289302 0.00811558],[ 0.63260257  0.73729897 -0.00787453],[0.66085589 0.91499943 0.07378422],[0.58413178 0.92231572 0.05791889],[0.62466115 1.06928575 0.36209491],[0.55094129 1.06614566 0.32351485],[0.61753148 1.08025777 0.3858622 ],[0.55069846 1.0796721  0.34959263],[0.61248875 1.14196897 0.28198773],[0.52712077 1.1353637  0.21239999]
[ 0.81329477  0.36830217 -0.36520079],[ 0.80980968  0.34343767 -0.34968808],[ 0.80950099  0.34276977 -0.34973595],[ 0.80904597  0.34221891 -0.34978402],[ 0.80389994  0.34224728 -0.363493  ],[ 0.79933578  0.34080321 -0.36357671],[ 0.79408365  0.33962223 -0.36367047],[ 0.79252136  0.34271228 -0.20775679],[ 0.76532894  0.33930206 -0.27644345],[ 0.80541098  0.39008152 -0.30610093],[ 0.79687703  0.38746729 -0.32487196],[ 0.81983423  0.47097677 -0.10600591],[ 0.67056835  0.41812423 -0.18407105],[0.79661107 0.62523711 0.0405803 ],[ 0.57007468  0.53488946 -0.35229442],[0.74932003 0.74902493 0.02473802],[ 0.60764468  0.42331174 -0.65183264],[0.73631692 0.78714466 0.01505181],[ 0.61738932  0.38666016 -0.70412034],[ 0.73200095  0.77754289 -0.01333067],[ 0.62899286  0.37241238 -0.70743191],[0.73381031 0.76403165 0.01586642],[ 0.62913096  0.38527626 -0.65842199],[0.70745003 0.7629115  0.00873809],[ 0.6322844   0.73724025 -0.00848049],[0.66141725 0.91406262 0.0710648 ],[0.58410275 0.92124611 0.07247231],[0.62528533 1.06314564 0.36668354],[0.55079043 1.06575644 0.35868651],[0.61797464 1.07294893 0.39197314],[0.55043113 1.07879102 0.38719624],[0.61345935 1.13794458 0.28972805],[0.52722937 1.12971342 0.25240919]
[ 0.81336516  0.37109381 -0.39136288],[ 0.81044418  0.34541649 -0.37725013],[ 0.810188    0.34475142 -0.37729505],[ 0.80977851  0.34413239 -0.37734959],[ 0.80423319  0.34369451 -0.39096883],[ 0.79952908  0.34195957 -0.39106521],[ 0.79413462  0.34045228 -0.39116499],[ 0.79297012  0.34308586 -0.22630766],[ 0.76512307  0.33930522 -0.29378983],[ 0.80537593  0.39212999 -0.32736939],[ 0.79655349  0.38927555 -0.34632188],[ 0.82029307  0.4706316  -0.10927449],[ 0.67055804  0.41809824 -0.19104053],[0.79687893 0.62442946 0.04459219],[ 0.56954551  0.53439611 -0.35696855],[0.7495513  0.74877322 0.03192452],[ 0.60405463  0.42231047 -0.65839207],[0.73646653 0.78698283 0.02403106],[ 0.61177003  0.38656941 -0.71033078],[ 0.73226672  0.77742207 -0.00493583],[ 0.62520432  0.37227422 -0.71316612],[0.73406994 0.76383513 0.02325404],[ 0.62617552  0.38486946 -0.66445291],[0.7074765  0.76333356 0.00876725],[ 0.63158309  0.73725694 -0.0085098 ],[0.66147339 0.91405696 0.07182095],[0.58378309 0.92094833 0.07921245],[0.62587929 1.06241262 0.38497674],[0.55032337 1.0647366  0.37346661],[0.61900771 1.07210112 0.41240555],[0.55035353 1.07873774 0.40295821],[0.6136294  1.13789546 0.31351641],[0.52706957 1.12965798 0.26986971]
[ 0.81338692  0.37353677 -0.39354962],[ 0.81092548  0.3474001  -0.37957746],[ 0.81070167  0.34670833 -0.37963122],[ 0.81032026  0.34600937 -0.37969047],[ 0.80455911  0.34538507 -0.39436036],[ 0.79976356  0.34343132 -0.39445218],[ 0.79426301  0.34164551 -0.39454937],[ 0.7932713   0.34381405 -0.22764246],[ 0.76509857  0.33951777 -0.2993595 ],[ 0.80527747  0.39402735 -0.32905909],[ 0.79637331  0.39088646 -0.34924948],[ 0.82038963  0.4702737  -0.1075532 ],[ 0.67067611  0.41809931 -0.19640328],[0.79753053 0.62272209 0.06463671],[ 0.56995857  0.53434795 -0.36519361],[0.75109464 0.74797893 0.05293243],[ 0.60214365  0.41986844 -0.67459905],[0.73851436 0.78574115 0.04588924],[ 0.60887337  0.38639    -0.72873127],[0.73402894 0.77662861 0.01388958],[ 0.62248927  0.37182182 -0.73380923],[0.73575562 0.76289409 0.04308651],[ 0.62387288  0.38382319 -0.68164307],[0.70797002 0.76324087 0.00969809],[ 0.63152206  0.7368961  -0.00941621],[0.66179627 0.9137975  0.07158636],[0.58377707 0.92023528 0.08677194],[0.62591326 1.06312203 0.38267297],[0.54928106 1.0641005  0.38115779],[0.61900467 1.07282758 0.41019088],[0.5491637  1.07883525 0.41027865],[0.61365455 1.13857317 0.3111603 ],[0.52628201 1.12952542 0.27407703]
[ 0.81340265  0.37492234 -0.3922103 ],[ 0.81127328  0.34896252 -0.37725213],[ 0.81107157  0.34833241 -0.37730259],[ 0.81070501  0.34766388 -0.37735489],[ 0.80478776  0.34665743 -0.39064151],[ 0.79991215  0.34452879 -0.39073351],[ 0.79432267  0.34250373 -0.3908312 ],[ 0.79339015  0.34453449 -0.22505359],[ 0.76491904  0.33964169 -0.29705507],[ 0.80521309  0.3949967  -0.32716   ],[ 0.79625732  0.39179617 -0.34742239],[ 0.82038534  0.47020608 -0.09631094],[ 0.67066932  0.41823655 -0.19776884],[0.79763478 0.621611   0.07646211],[ 0.569987    0.53437459 -0.37312716],[0.75114334 0.74739558 0.06244298],[ 0.60035622  0.4196347  -0.68492186],[0.73851019 0.78532237 0.05490285],[ 0.60787374  0.38680318 -0.73976541],[0.73404109 0.77628422 0.02355658],[ 0.62089837  0.37192306 -0.74343348],[0.73581403 0.7622298  0.05275713],[ 0.62216592  0.38378626 -0.69124562],[0.70800322 0.76368487 0.01156799],[ 0.63094008  0.7375285  -0.01127015],[0.66166806 0.91717261 0.05475618],[0.58276212 0.92262995 0.0849193 ],[0.62590772 1.07324338 0.35129592],[0.54602492 1.07155538 0.37338105],[0.61898458 1.0838238  0.37673038],[0.54500377 1.08783472 0.40190586],[0.61365622 1.14839959 0.27063075],[0.52491975 1.13727939 0.26647419]
